id,filename,relative_path,category,modules,comment_hint,comment_snippets,api_calls,precise_query,default_query,user_query,strong_query
C0202,案例库-CDyna案例-块体模块案例-扩展案例-蠕变算例-恒定位移看松弛-Creep.js,案例库-CDyna案例-块体模块案例-扩展案例-蠕变算例-恒定位移看松弛-Creep.js,CDyna案例,blkdyn dyna igeo imeshing,,将平台网格读入dyna内核；设置施加的三个基础值；设置9个变化梯度；/X方向初始化一个1MPa的拉应力,dyna.Monitor dyna.Set blkdyn.FixV blkdyn.BindCreepMat blkdyn.GetMesh blkdyn.InitConditionByCoord blkdyn.SetCreepMat blkdyn.SetMat blkdyn.SetModel doc.clearResult,请复现一个CDyna案例的 JavaScript 案例脚本，案例文件名为「案例库-CDyna案例-块体模块案例-扩展案例-蠕变算例-恒定位移看松弛-Creep.js」，场景/主题为：块体模块案例 - 扩展案例 - 蠕变算例 - 恒定位移看松弛 - Creep。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：blkdyn、dyna、igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：将平台网格读入dyna内核；设置施加的三个基础值；设置9个变化梯度；/X方向初始化一个1MPa的拉应力。几何/网格相关接口关键词：clear，genMeshByGmsh。API 调用关键词（用于检索技术手册）：dyna.Monitor，dyna.Set，blkdyn.FixV，blkdyn.BindCreepMat，blkdyn.GetMesh，blkdyn.InitConditionByCoord，blkdyn.SetCreepMat，blkdyn.SetMat。,请生成一个CDyna案例的脚本，功能是块体模块案例-扩展案例-蠕变算例-恒定位移看松弛-Creep,我想做一个CDyna案例的数值模拟，功能是CDyna案例，功能是块体模块案例-扩展案例-蠕变算例-恒定位移看松弛-Creep。请根据 CDEM 技术手册，合理选择blkdyn、dyna、igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,请生成一个CDyna案例的脚本，功能是块体模块案例-扩展案例-蠕变算例-恒定位移看松弛-Creep。请参考已有 CDEM 技术手册和案例，使用blkdyn、dyna、igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0203,案例库-CDyna案例-块体模块案例-扩展案例-蠕变算例-恒定载荷看蠕变-Creep-单元进入塑性才蠕变.js,案例库-CDyna案例-块体模块案例-扩展案例-蠕变算例-恒定载荷看蠕变-Creep-单元进入塑性才蠕变.js,CDyna案例,blkdyn dyna igeo imeshing,,将平台网格读入dyna内核；设置施加的三个基础值；设置9个变化梯度；/若单元面心位于坐标范围内，则施加面力。,dyna.Monitor dyna.Set blkdyn.ApplyConditionByCoord blkdyn.BindCreepMat blkdyn.FixV blkdyn.GetMesh blkdyn.SetCreepMat blkdyn.SetMat blkdyn.SetModel doc.clearResult,请复现一个CDyna案例的 JavaScript 案例脚本，案例文件名为「案例库-CDyna案例-块体模块案例-扩展案例-蠕变算例-恒定载荷看蠕变-Creep-单元进入塑性才蠕变.js」，场景/主题为：块体模块案例 - 扩展案例 - 蠕变算例 - 恒定载荷看蠕变 - Creep - 单元进入塑性才蠕变。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：blkdyn、dyna、igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：将平台网格读入dyna内核；设置施加的三个基础值；设置9个变化梯度；/若单元面心位于坐标范围内，则施加面力。。几何/网格相关接口关键词：clear，genMeshByGmsh。API 调用关键词（用于检索技术手册）：dyna.Monitor，dyna.Set，blkdyn.ApplyConditionByCoord，blkdyn.BindCreepMat，blkdyn.FixV，blkdyn.GetMesh，blkdyn.SetCreepMat，blkdyn.SetMat。,请生成一个CDyna案例的脚本，功能是块体模块案例-扩展案例-蠕变算例-恒定载荷看蠕变-Creep-单元进入塑性才蠕变,我想做一个CDyna案例的数值模拟，功能是CDyna案例，功能是块体模块案例-扩展案例-蠕变算例-恒定载荷看蠕变-Creep-单元进入塑性才蠕变。请根据 CDEM 技术手册，合理选择blkdyn、dyna、igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,请生成一个CDyna案例的脚本，功能是块体模块案例-扩展案例-蠕变算例-恒定载荷看蠕变-Creep-单元进入塑性才蠕变。请参考已有 CDEM 技术手册和案例，使用blkdyn、dyna、igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0204,案例库-CDyna案例-块体模块案例-扩展案例-蠕变算例-恒定载荷看蠕变-Creep.js,案例库-CDyna案例-块体模块案例-扩展案例-蠕变算例-恒定载荷看蠕变-Creep.js,CDyna案例,blkdyn dyna igeo imeshing,,将平台网格读入dyna内核；设置施加的三个基础值；设置9个变化梯度；/若单元面心位于坐标范围内，则施加面力。,dyna.Monitor dyna.Set blkdyn.ApplyConditionByCoord blkdyn.BindCreepMat blkdyn.FixV blkdyn.GetMesh blkdyn.SetCreepMat blkdyn.SetMat blkdyn.SetModel doc.clearResult,请复现一个CDyna案例的 JavaScript 案例脚本，案例文件名为「案例库-CDyna案例-块体模块案例-扩展案例-蠕变算例-恒定载荷看蠕变-Creep.js」，场景/主题为：块体模块案例 - 扩展案例 - 蠕变算例 - 恒定载荷看蠕变 - Creep。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：blkdyn、dyna、igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：将平台网格读入dyna内核；设置施加的三个基础值；设置9个变化梯度；/若单元面心位于坐标范围内，则施加面力。。几何/网格相关接口关键词：clear，genMeshByGmsh。API 调用关键词（用于检索技术手册）：dyna.Monitor，dyna.Set，blkdyn.ApplyConditionByCoord，blkdyn.BindCreepMat，blkdyn.FixV，blkdyn.GetMesh，blkdyn.SetCreepMat，blkdyn.SetMat。,请生成一个CDyna案例的脚本，功能是块体模块案例-扩展案例-蠕变算例-恒定载荷看蠕变-Creep,我想做一个CDyna案例的数值模拟，功能是CDyna案例，功能是块体模块案例-扩展案例-蠕变算例-恒定载荷看蠕变-Creep。请根据 CDEM 技术手册，合理选择blkdyn、dyna、igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,请生成一个CDyna案例的脚本，功能是块体模块案例-扩展案例-蠕变算例-恒定载荷看蠕变-Creep。请参考已有 CDEM 技术手册和案例，使用blkdyn、dyna、igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0205,案例库-CDyna案例-块体模块案例-扩展案例-裂隙中的气体渗流-Frac-Gas-Seepage.js,案例库-CDyna案例-块体模块案例-扩展案例-裂隙中的气体渗流-Frac-Gas-Seepage.js,CDyna案例,dyna,设置当前工作路径为JavaScript脚本文件所在路径,"设置当前工作路径为JavaScript脚本文件所在路径；关闭力学计算开关；包含裂隙计算模块，开辟相应内存；打开裂隙渗流计算开关；设置3个方向的重力加速度；设置结果输出时步；导入GiD格式的裂隙渗流网格；设置裂隙渗流参数，fDensity, fBulk, fScK, fInitCrackWid, fFrictionL, fFrictionU；对于气体渗流模式，体积模量不起作用；初始化压力；抽气，设置为0压力；自动计算时步；求解20万步；打印提示信息",dyna.Set dyna.Solve dyna.TimeStepCorrect fracsp.ApplyConditionByCoord fracsp.ImportGrid fracsp.InitConditionByCoord fracsp.SetPropByGroup,"请复现一个CDyna案例的 JavaScript 案例脚本，案例文件名为「案例库-CDyna案例-块体模块案例-扩展案例-裂隙中的气体渗流-Frac-Gas-Seepage.js」，场景/主题为：块体模块案例 - 扩展案例 - 裂隙中的气体渗流 - Frac - Gas - Seepage。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：dyna。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：设置当前工作路径为JavaScript脚本文件所在路径；关闭力学计算开关；包含裂隙计算模块，开辟相应内存；打开裂隙渗流计算开关；设置3个方向的重力加速度；设置结果输出时步；导入GiD格式的裂隙渗流网格；设置裂隙渗流参数，fDensity, fBulk, fScK, fInitCrackWid, fFrictionL, fFrictionU；对于气体渗流模式，体积模量不起作用；初始化压力；抽气，设置为0压力；自动计算时步；求解20万步；打印提示信息。API 调用关键词（用于检索技术手册）：dyna.Set，dyna.Solve，dyna.TimeStepCorrect，fracsp.ApplyConditionByCoord，fracsp.ImportGrid，fracsp.InitConditionByCoord，fracsp.SetPropByGroup。",请生成一个CDyna案例的脚本，功能是块体模块案例-扩展案例-裂隙中的气体渗流-Frac-Gas-Seepage,我现在要做一个CDyna案例的数值模拟，场景大致是：设置当前工作路径为JavaScript脚本文件所在路径。请根据 CDEM 技术手册，合理选择dyna等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,我需要一个CDyna案例的脚本，对应的案例文件名是「案例库-CDyna案例-块体模块案例-扩展案例-裂隙中的气体渗流-Frac-Gas-Seepage.js」。脚本开头的注释这样描述该场景：设置当前工作路径为JavaScript脚本文件所在路径。请参考已有 CDEM 技术手册和案例，使用dyna等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0206,案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-三角形-宾汉流测试.js,案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-三角形-宾汉流测试.js,CDyna案例,dyna igeo imeshing,设置当前工作路径为JavaScript脚本文件所在路径,设置当前工作路径为JavaScript脚本文件所在路径；关闭力学计算开关；包含裂隙计算模块，开辟相应内存；打开裂隙渗流计算开关；设置3个方向的重力加速度；设置结果输出时步；/2--宾汉流；打印提示信息,dyna.Set doc.clearResult draw.commit draw.line3d draw.setColor dyna.Clear dyna.DynaCycle fracsp.ApplyConditionByCoord fracsp.ImportGrid fracsp.SetPropByGroup,请复现一个CDyna案例的 JavaScript 案例脚本，案例文件名为「案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-三角形-宾汉流测试.js」，场景/主题为：块体模块案例 - 扩展案例 - 裂隙渗流 - 宾汉体 - 理论解对比 - 三角形 - 宾汉流测试。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：dyna、igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：设置当前工作路径为JavaScript脚本文件所在路径；关闭力学计算开关；包含裂隙计算模块，开辟相应内存；打开裂隙渗流计算开关；设置3个方向的重力加速度；设置结果输出时步；/2--宾汉流；打印提示信息。几何/网格相关接口关键词：clear。API 调用关键词（用于检索技术手册）：dyna.Set，doc.clearResult，draw.commit，draw.line3d，draw.setColor，dyna.Clear，dyna.DynaCycle，fracsp.ApplyConditionByCoord。,请生成一个CDyna案例的脚本，功能是块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-三角形-宾汉流测试,我现在要做一个CDyna案例的数值模拟，场景大致是：设置当前工作路径为JavaScript脚本文件所在路径。请根据 CDEM 技术手册，合理选择dyna、igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,我需要一个CDyna案例的脚本，对应的案例文件名是「案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-三角形-宾汉流测试.js」。脚本开头的注释这样描述该场景：设置当前工作路径为JavaScript脚本文件所在路径。请参考已有 CDEM 技术手册和案例，使用dyna、igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0207,案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-四边形-宾汉流测试.js,案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-四边形-宾汉流测试.js,CDyna案例,dyna igeo imeshing,设置当前工作路径为JavaScript脚本文件所在路径,"设置当前工作路径为JavaScript脚本文件所在路径；mesh.GenBrick2D(""fc"",20,10,100,50);；mesh.Export(""ansysblkdyn"",""feng.dat"")；关闭力学计算开关；包含裂隙计算模块，开辟相应内存；打开裂隙渗流计算开关；设置3个方向的重力加速度；设置结果输出时步；/2--宾汉流；打印提示信息",dyna.Set doc.clearResult draw.commit draw.line3d draw.setColor dyna.Clear dyna.DynaCycle fracsp.ApplyConditionByCoord fracsp.ImportGrid fracsp.SetPropByGroup,"请复现一个CDyna案例的 JavaScript 案例脚本，案例文件名为「案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-四边形-宾汉流测试.js」，场景/主题为：块体模块案例 - 扩展案例 - 裂隙渗流 - 宾汉体 - 理论解对比 - 四边形 - 宾汉流测试。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：dyna、igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：设置当前工作路径为JavaScript脚本文件所在路径；mesh.GenBrick2D(""fc"",20,10,100,50);；mesh.Export(""ansysblkdyn"",""feng.dat"")；关闭力学计算开关；包含裂隙计算模块，开辟相应内存；打开裂隙渗流计算开关；设置3个方向的重力加速度；设置结果输出时步；/2--宾汉流；打印提示信息。几何/网格相关接口关键词：clear。API 调用关键词（用于检索技术手册）：dyna.Set，doc.clearResult，draw.commit，draw.line3d，draw.setColor，dyna.Clear，dyna.DynaCycle，fracsp.ApplyConditionByCoord。",请生成一个CDyna案例的脚本，功能是块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-四边形-宾汉流测试,我现在要做一个CDyna案例的数值模拟，场景大致是：设置当前工作路径为JavaScript脚本文件所在路径。请根据 CDEM 技术手册，合理选择dyna、igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,我需要一个CDyna案例的脚本，对应的案例文件名是「案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-四边形-宾汉流测试.js」。脚本开头的注释这样描述该场景：设置当前工作路径为JavaScript脚本文件所在路径。请参考已有 CDEM 技术手册和案例，使用dyna、igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0208,案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-杆件-宾汉流测试.js,案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-杆件-宾汉流测试.js,CDyna案例,dyna igeo imeshing,设置当前工作路径为JavaScript脚本文件所在路径,设置当前工作路径为JavaScript脚本文件所在路径；关闭力学计算开关；包含裂隙计算模块，开辟相应内存；打开裂隙渗流计算开关；设置3个方向的重力加速度；设置结果输出时步；/2--宾汉流；打印提示信息,dyna.Set doc.clearResult dyna.Clear dyna.DynaCycle fracsp.ApplyConditionByCoord fracsp.ImportGrid fracsp.SetPropByGroup fracsp.SetSinglePropByGroup igeo.clear imeshing.clear,请复现一个CDyna案例的 JavaScript 案例脚本，案例文件名为「案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-杆件-宾汉流测试.js」，场景/主题为：块体模块案例 - 扩展案例 - 裂隙渗流 - 宾汉体 - 理论解对比 - 杆件 - 宾汉流测试。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：dyna、igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：设置当前工作路径为JavaScript脚本文件所在路径；关闭力学计算开关；包含裂隙计算模块，开辟相应内存；打开裂隙渗流计算开关；设置3个方向的重力加速度；设置结果输出时步；/2--宾汉流；打印提示信息。几何/网格相关接口关键词：clear。API 调用关键词（用于检索技术手册）：dyna.Set，doc.clearResult，dyna.Clear，dyna.DynaCycle，fracsp.ApplyConditionByCoord，fracsp.ImportGrid，fracsp.SetPropByGroup，fracsp.SetSinglePropByGroup。,请生成一个CDyna案例的脚本，功能是块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-杆件-宾汉流测试,我现在要做一个CDyna案例的数值模拟，场景大致是：设置当前工作路径为JavaScript脚本文件所在路径。请根据 CDEM 技术手册，合理选择dyna、igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,我需要一个CDyna案例的脚本，对应的案例文件名是「案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流-宾汉体-理论解对比-杆件-宾汉流测试.js」。脚本开头的注释这样描述该场景：设置当前工作路径为JavaScript脚本文件所在路径。请参考已有 CDEM 技术手册和案例，使用dyna、igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0209,案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-DynaFracSeepage.js,案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-DynaFracSeepage.js,CDyna案例,dyna igeo imeshing,设置当前工作路径为JavaScript脚本文件所在路径,"设置当前工作路径为JavaScript脚本文件所在路径；关闭力学计算开关；包含裂隙计算模块，开辟相应内存；打开裂隙渗流计算开关；设置3个方向的重力加速度；设置结果输出时步；设置裂隙渗流参数，依次为密度、体积模量、渗透系数、裂隙初始开度、组号下限及组号上限；定义三个方向梯度值；var fArrayGrad = [0.0, 0.0, 0.0];；模型底部施加1MPa的水压力；fracsp.ApplyConditionByCoord(""pp"", 1e6, fArrayGrad, -1e5, 1e5, -0.001, 0.001, -1e5, 1e5);；fra",dyna.Set dyna.Monitor fracsp.ApplyDynaConditionByCoord dyna.Solve dyna.TimeStepCorrect fracsp.ApplyConditionByCoord fracsp.ImportGrid fracsp.SetPropByGroup igeo.genPoint igeo.genRectS,"请复现一个CDyna案例的 JavaScript 案例脚本，案例文件名为「案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-DynaFracSeepage.js」，场景/主题为：块体模块案例 - 扩展案例 - 裂隙渗流及孔隙渗流动态边界条件的施加 - DynaFracSeepage。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：dyna、igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：设置当前工作路径为JavaScript脚本文件所在路径；关闭力学计算开关；包含裂隙计算模块，开辟相应内存；打开裂隙渗流计算开关；设置3个方向的重力加速度；设置结果输出时步；设置裂隙渗流参数，依次为密度、体积模量、渗透系数、裂隙初始开度、组号下限及组号上限；定义三个方向梯度值；var fArrayGrad = [0.0, 0.0, 0.0];；模型底部施加1MPa的水压力；fracsp.ApplyConditionByCoord(""pp"", 1e6, fArrayGrad, -1e5, 1e5, -0.001, 0.001, -1e5, 1e5);；fra。几何/网格相关接口关键词：genMeshByGmsh。API 调用关键词（用于检索技术手册）：dyna.Set，dyna.Monitor，fracsp.ApplyDynaConditionByCoord，dyna.Solve，dyna.TimeStepCorrect，fracsp.ApplyConditionByCoord，fracsp.ImportGrid，fracsp.SetPropByGroup。",请生成一个CDyna案例的脚本，功能是块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-DynaFracSeepage,我现在要做一个CDyna案例的数值模拟，场景大致是：设置当前工作路径为JavaScript脚本文件所在路径。请根据 CDEM 技术手册，合理选择dyna、igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,我需要一个CDyna案例的脚本，对应的案例文件名是「案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-DynaFracSeepage.js」。脚本开头的注释这样描述该场景：设置当前工作路径为JavaScript脚本文件所在路径。请参考已有 CDEM 技术手册和案例，使用dyna、igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0210,案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-DynaPoreSeepage.js,案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-DynaPoreSeepage.js,CDyna案例,blkdyn dyna igeo imeshing poresp,设置当前工作路径为JavaScript脚本文件所在路径,设置当前工作路径为JavaScript脚本文件所在路径；关闭力学计算开关；包含孔隙渗流计算功能，开辟渗流相关的内存；开启孔隙渗流开关；设置3个方向的重力加速度；设置结果输出时步；定义X、Y、Z三个方向的渗透系数；指定坐标控制范围内的孔隙渗流参数，依次为流体密度、体积模量、饱和度、孔隙率、渗透系数、比奥系数；自动计算时步；求解10万步；打印提示信息,dyna.Set dyna.Monitor blkdyn.ImportGrid dyna.Solve dyna.TimeStepCorrect igeo.genPoint igeo.genRectS igeo.setHardPointToFace imeshing.genMeshByGmsh poresp.ApplyDynaConditionByCoord,请复现一个CDyna案例的 JavaScript 案例脚本，案例文件名为「案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-DynaPoreSeepage.js」，场景/主题为：块体模块案例 - 扩展案例 - 裂隙渗流及孔隙渗流动态边界条件的施加 - DynaPoreSeepage。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：blkdyn、dyna、igeo、imeshing、poresp。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：设置当前工作路径为JavaScript脚本文件所在路径；关闭力学计算开关；包含孔隙渗流计算功能，开辟渗流相关的内存；开启孔隙渗流开关；设置3个方向的重力加速度；设置结果输出时步；定义X、Y、Z三个方向的渗透系数；指定坐标控制范围内的孔隙渗流参数，依次为流体密度、体积模量、饱和度、孔隙率、渗透系数、比奥系数；自动计算时步；求解10万步；打印提示信息。几何/网格相关接口关键词：genMeshByGmsh。API 调用关键词（用于检索技术手册）：dyna.Set，dyna.Monitor，blkdyn.ImportGrid，dyna.Solve，dyna.TimeStepCorrect，igeo.genPoint，igeo.genRectS，igeo.setHardPointToFace。,请生成一个CDyna案例的脚本，功能是块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-DynaPoreSeepage,我现在要做一个CDyna案例的数值模拟，场景大致是：设置当前工作路径为JavaScript脚本文件所在路径。请根据 CDEM 技术手册，合理选择blkdyn、dyna、igeo、imeshing、poresp等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,我需要一个CDyna案例的脚本，对应的案例文件名是「案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-DynaPoreSeepage.js」。脚本开头的注释这样描述该场景：设置当前工作路径为JavaScript脚本文件所在路径。请参考已有 CDEM 技术手册和案例，使用blkdyn、dyna、igeo、imeshing、poresp等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0211,案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-三维山体表面施加动态边界-DynaPoreSeepage.js,案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-三维山体表面施加动态边界-DynaPoreSeepage.js,CDyna案例,blkdyn dyna poresp,设置当前工作路径为JavaScript脚本文件所在路径,设置当前工作路径为JavaScript脚本文件所在路径；关闭力学计算开关；包含孔隙渗流计算功能，开辟渗流相关的内存；开启孔隙渗流开关；设置3个方向的重力加速度；设置结果输出时步；定义X、Y、Z三个方向的渗透系数；指定坐标控制范围内的孔隙渗流参数，依次为流体密度、体积模量、饱和度、孔隙率、渗透系数、比奥系数；//根据山体表面法向施加动态条件；求解10万步；打印提示信息,dyna.Set blkdyn.ImportGrid doc.clearResult dyna.Clear dyna.Solve poresp.ApplyDynaBoundCondition poresp.SetPropByCoord,请复现一个CDyna案例的 JavaScript 案例脚本，案例文件名为「案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-三维山体表面施加动态边界-DynaPoreSeepage.js」，场景/主题为：块体模块案例 - 扩展案例 - 裂隙渗流及孔隙渗流动态边界条件的施加 - 三维山体表面施加动态边界 - DynaPoreSeepage。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：blkdyn、dyna、poresp。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：设置当前工作路径为JavaScript脚本文件所在路径；关闭力学计算开关；包含孔隙渗流计算功能，开辟渗流相关的内存；开启孔隙渗流开关；设置3个方向的重力加速度；设置结果输出时步；定义X、Y、Z三个方向的渗透系数；指定坐标控制范围内的孔隙渗流参数，依次为流体密度、体积模量、饱和度、孔隙率、渗透系数、比奥系数；//根据山体表面法向施加动态条件；求解10万步；打印提示信息。API 调用关键词（用于检索技术手册）：dyna.Set，blkdyn.ImportGrid，doc.clearResult，dyna.Clear，dyna.Solve，poresp.ApplyDynaBoundCondition，poresp.SetPropByCoord。,请生成一个CDyna案例的脚本，功能是块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-三维山体表面施加动态边界-DynaPoreSeepage,我现在要做一个CDyna案例的数值模拟，场景大致是：设置当前工作路径为JavaScript脚本文件所在路径。请根据 CDEM 技术手册，合理选择blkdyn、dyna、poresp等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,我需要一个CDyna案例的脚本，对应的案例文件名是「案例库-CDyna案例-块体模块案例-扩展案例-裂隙渗流及孔隙渗流动态边界条件的施加-三维山体表面施加动态边界-DynaPoreSeepage.js」。脚本开头的注释这样描述该场景：设置当前工作路径为JavaScript脚本文件所在路径。请参考已有 CDEM 技术手册和案例，使用blkdyn、dyna、poresp等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
